faculty_url,faculty_name,lab_name,lab_url,evidence_snippet
https://cs.illinois.edu/about/people/all-faculty/daheath,David Heath,Cryptography Research Group,,"David Heath. Efficient arithmetic in garbled circuits. In Marc Joye and Gregor Leander, editors, EUROCRYPT 2024, Part V, volume 14655 of LNCS, pages 3-31. Springer, Cham, May 2024. (Acceptance Rate: 21.8%)"
https://cs.illinois.edu/about/people/all-faculty/heath,Michael T Heath,Computational Science and Engineering Program,,Michael T. Heath is Professor and Fulton Watson Copp Chair Emeritus in the Department of Computer Science at the University of Illinois at Urbana-Champaign.
https://cs.illinois.edu/about/people/all-faculty/heath,Michael T Heath,Center for Simulation of Advanced Rockets,,Michael T. Heath is Professor and Fulton Watson Copp Chair Emeritus in the Department of Computer Science at the University of Illinois at Urbana-Champaign.
https://cs.illinois.edu/about/people/all-faculty/juliahmr,Julia Hockenmaier,Artificial Intelligence Lab,,Julia Hockenmaier's homepage
https://cs.illinois.edu/about/people/all-faculty/dhoiem,Derek Hoiem,Computer Vision Lab - University of Illinois,,"Derek Hoiem is a Professor in the Siebel School for Computing and Data Science at the University of Illinois Urbana-Champaign, which he joined in 2009."
https://cs.illinois.edu/about/people/all-faculty/nhovakim,Naira Hovakimyan,Advanced Controls Research Laboratory,,"Her research interests are in control and optimization, autonomous systems, machine learning, neural networks, game theory, and their applications in aerospace, robotics, mechanical, agricultural, electrical, petroleum, biomedical engineering, and elderly care."
https://cs.illinois.edu/about/people/all-faculty/nhovakim,Naira Hovakimyan,AVIATE Center,,"Her research interests are in control and optimization, autonomous systems, machine learning, neural networks, game theory, and their applications in aerospace, robotics, mechanical, agricultural, electrical, petroleum, biomedical engineering, and elderly care."
https://cs.illinois.edu/about/people/all-faculty/binhu7,Bin Hu,Control Systems Lab,,Hu earns prestigious NSF CAREER award to merge control theory and machine learning
https://cs.illinois.edu/about/people/all-faculty/binhu7,Bin Hu,Machine Learning Lab,,Hu earns prestigious NSF CAREER award to merge control theory and machine learning
https://cs.illinois.edu/about/people/all-faculty/yihchun,Yih-Chun Hu,Yih-Chun Hu Lab,,"My general research interests are in security and systems, with emphasis on the areas of secure systems and mobile communications."
https://cs.illinois.edu/about/people/all-faculty/jianh,Jian Huang,Systems Platform and Intelligence Lab (PlatformX),https://cs.illinois.edu/about/people/all-faculty/jianh,"I am currently advising 9 Ph.D. students, 6 master students, and multiple undergraduate students."
https://cs.illinois.edu/about/people/all-faculty/yunhuang,Yun Huang,Interactive Computing Lab,,Yun Huang's new app designed to improve conference experience
https://cs.illinois.edu/about/people/all-faculty/isbell,"Charles L. Isbell, Jr.",Siebel School of Computing and Data Science,https://cs.illinois.edu,"Charles Isbell, Jr. says if you want an A.I. degree hereâs what you should think about"
https://cs.illinois.edu/about/people/all-faculty/rkiyer,Ravishankar K Iyer,DEPEND Group,https://cs.illinois.edu/about/people/all-faculty/rkiyer,"Ravishankar K. Iyer is George and Ann Fisher Distinguished Professor of Engineering at the University of Illinois at Urbana-Champaign. He holds joint appointments in the Departments of Electrical and Computer Engineering and Computer Science, in the Coordinated Science Laboratory (CSL), the National Center for Supercomputing Applications, the Carle Illinois College of Medicine, and the Carl R. Woese Institute for Genomic Biology."
https://cs.illinois.edu/about/people/all-faculty/rkiyer,Ravishankar K Iyer,Coordinated Science Laboratory,,"Ravishankar K. Iyer is George and Ann Fisher Distinguished Professor of Engineering at the University of Illinois at Urbana-Champaign. He holds joint appointments in the Departments of Electrical and Computer Engineering and Computer Science, in the Coordinated Science Laboratory (CSL), the National Center for Supercomputing Applications, the Carle Illinois College of Medicine, and the Carl R. Woese Institute for Genomic Biology."
https://cs.illinois.edu/about/people/all-faculty/reyhaneh,Reyhaneh Jabbarvand,Software Engineering Lab,,"Research Areas: Artificial Intelligence, Programming Languages / Formal Methods / Software Engineering"
https://cs.illinois.edu/about/people/all-faculty/shj,Sheldon H. Jacobson,Simulation and Optimization Laboratory,http://bracketodds.cs.illinois.edu,"Sheldon H. Jacobson is a Founder Professor of Computer Science, Director of the Simulation and Optimization Laboratory, and Founding Director of the Bed Time Research Institute at the University of Illinois Urbana-Champaign."
https://cs.illinois.edu/about/people/all-faculty/shj,Sheldon H. Jacobson,Bed Time Research Institute,http://redistricting.cs.illinois.edu,"Sheldon H. Jacobson is a Founder Professor of Computer Science, Director of the Simulation and Optimization Laboratory, and Founding Director of the Bed Time Research Institute at the University of Illinois Urbana-Champaign."
https://cs.illinois.edu/about/people/all-faculty/hengji,Heng Ji,Amazon-Illinois Center on AI for Interactive Conversational Experiences (AICE),,"Heng Ji is a professor at Computer Science Department, and an affiliated faculty member at Electrical and Computer Engineering Department and Coordinated Science Laboratory of University of Illinois Urbana-Champaign."
https://cs.illinois.edu/about/people/all-faculty/hengji,Heng Ji,Natural Language Processing Lab,,"Heng Ji is a professor at Computer Science Department, and an affiliated faculty member at Electrical and Computer Engineering Department and Coordinated Science Laboratory of University of Illinois Urbana-Champaign."
https://cs.illinois.edu/about/people/all-faculty/hengji,Heng Ji,Artificial Intelligence Lab,,"Heng Ji is a professor at Computer Science Department, and an affiliated faculty member at Electrical and Computer Engineering Department and Coordinated Science Laboratory of University of Illinois Urbana-Champaign."
https://cs.illinois.edu/about/people/all-faculty/nanjiang,Nan Jiang,Reinforcement Learning Lab,,Research Interests: Reinforcement Learning
https://cs.illinois.edu/about/people/all-faculty/kale,Laxmikant V Kale,Charm++ Workshop,,"Research Areas: Compilers, Architecture, and Parallel Computing; Scientific Computing"
https://cs.illinois.edu/about/people/all-faculty/kale,Laxmikant V Kale,High Performance Computing,,"Research Areas: Compilers, Architecture, and Parallel Computing; Scientific Computing"
https://cs.illinois.edu/about/people/all-faculty/ddkang,Daniel Kang,Machine Learning Lab,,Daniel's research focuses on making analytics with machine learning (ML) easy for scientists and analysts to use.
https://cs.illinois.edu/about/people/all-faculty/ddkang,Daniel Kang,Data Systems Lab,,Daniel's research focuses on making analytics with machine learning (ML) easy for scientists and analysts to use.
https://cs.illinois.edu/about/people/all-faculty/kkarahal,Karrie Karahalios,Center for People and Infrastructures,UIUC research group home page,Karrie G. Karahalios's home page
https://cs.illinois.edu/about/people/all-faculty/kkarahal,Karrie Karahalios,Coordinated Science Laboratory,https://cs.illinois.edu/about/people/all-faculty/kkarahal,Karrie G. Karahalios's home page
https://cs.illinois.edu/about/people/all-faculty/kkarahal,Karrie Karahalios,Department of Computer Science,,Karrie G. Karahalios's home page
https://cs.illinois.edu/about/people/all-faculty/rkesavan,Ram Kesavan,Distributed Systems Lab,,"Ram Kesavan is new to academia. Over his 25-year technology career, he has worked in the systems area---primarily in storage, file systems, distributed systems, and distributed databases."
https://cs.illinois.edu/about/people/all-faculty/rkesavan,Ram Kesavan,Storage Systems Lab,,"Ram Kesavan is new to academia. Over his 25-year technology career, he has worked in the systems area---primarily in storage, file systems, distributed systems, and distributed databases."
https://cs.illinois.edu/about/people/all-faculty/dakshita,Dakshita Khurana,Cryptography Lab,,Her research focuses on cryptography and its interactions with quantum information.
https://cs.illinois.edu/about/people/all-faculty/dakshita,Dakshita Khurana,Quantum Information Lab,,Her research focuses on cryptography and its interactions with quantum information.
https://cs.illinois.edu/about/people/all-faculty/halil,Halil Kilicoglu,Siebel School of Computing and Data Science,https://cs.illinois.edu/about/people/all-faculty/halil,"Recent Courses Taught: IS 515 - Information Modeling, IS 567 - Text Mining, IS 577 - Data Mining, IS 597 - Large Language Models, NUTR 500 - AI in Nutrition and Health"
https://cs.illinois.edu/about/people/all-faculty/minje,Minje Kim,Audio Research Team,,Minje Kim has focused on improving the efficiency and scalability of machine learning models for audio applications.
https://cs.illinois.edu/about/people/all-faculty/nskim,Nam Sung Kim,"Advanced Micro Devices, Inc. Endowed Chair",,"My interdisciplinary research incorporates device, circuit, architecture, and software for power-efficient computing."
https://cs.illinois.edu/about/people/all-faculty/nskim,Nam Sung Kim,Systems for AI/ML Research Lab,,"My interdisciplinary research incorporates device, circuit, architecture, and software for power-efficient computing."
https://cs.illinois.edu/about/people/all-faculty/andreask,Andreas Paul Eberhard Kloeckner,Scientific Computing Lab,,His research focuses on high-order accurate integral equation methods and fast algorithms for elliptic boundary value problems as well as code transformation for high-performance scientific computing.
https://cs.illinois.edu/about/people/all-faculty/andreask,Andreas Paul Eberhard Kloeckner,Numerical Methods Lab,,His research focuses on high-order accurate integral equation methods and fast algorithms for elliptic boundary value problems as well as code transformation for high-performance scientific computing.
https://cs.illinois.edu/about/people/all-faculty/wtkramer,Bill Kramer,National Center for Supercomputing Applications,https://www.ncsa.illinois.edu,"Research Areas: File Systems, Parallel / High-Performance Computing, Parallel Systems, Scientific Computing, Security and Privacy"
https://cs.illinois.edu/about/people/all-faculty/rhk,Robin Kravets,The Mobius Group,,"Research Areas: Security and Privacy, Systems and Networking"
https://cs.illinois.edu/about/people/all-faculty/rakeshk,Rakesh Kumar,Computer Architecture Lab,http://passat.crhc.uiuc.edu,His research and teaching interests in computer architecture and system-level design automation.
https://cs.illinois.edu/about/people/all-faculty/ranjitha,Ranjitha Kumar,Interactive Computing Lab,,Kumar Successfully Leverages Experience with UserTesting to Execute Her Vision for Data-Driven Design
https://cs.illinois.edu/about/people/all-faculty/fanlai,Fan Lai,Machine Learning Systems Lab,,"His research brings together machine learning, systems, and computer networking to develop practical systems for efficient pervasive ML and data analytics in the cloud and up to the planetary scale."
https://cs.illinois.edu/about/people/all-faculty/fanlai,Fan Lai,Cloud Computing Lab,,"His research brings together machine learning, systems, and computer networking to develop practical systems for efficient pervasive ML and data analytics in the cloud and up to the planetary scale."
https://cs.illinois.edu/about/people/all-faculty/hclane,H Chad Lane,Educational Psychology,,"Research Areas: Artificial Intelligence, Interactive Computing"
https://cs.illinois.edu/about/people/all-faculty/hclane,H Chad Lane,AI in Education,,"Research Areas: Artificial Intelligence, Interactive Computing"
https://cs.illinois.edu/about/people/all-faculty/lavalle,Steven M. LaValle,Planning Algorithms Lab,,Professor LaValle is interested primarily in the design of planning algorithms.
https://cs.illinois.edu/about/people/all-faculty/slawsky,Sarah Lawsky,Computational Law Research Group,,"Professor Lawsky studies tax law, computational law, and the intersection of the two."
https://cs.illinois.edu/about/people/all-faculty/slawsky,Sarah Lawsky,Tax Law Research Group,,"Professor Lawsky studies tax law, computational law, and the intersection of the two."
https://cs.illinois.edu/about/people/all-faculty/slazebni,Svetlana Lazebnik,Computer Vision Lab,,Research Areas: Artificial Intelligence
https://cs.illinois.edu/about/people/all-faculty/slazebni,Svetlana Lazebnik,AI Research Group,,Research Areas: Artificial Intelligence
https://cs.illinois.edu/about/people/all-faculty/klevchen,Kirill Levchenko,Network Security Lab,,"My lab is always looking for motivated undergrduate students interested in research in: Network attacks and defenses, Cyber-physical and embedded system security analysis, E-crime and Internet service abuse, Network measurement"
https://cs.illinois.edu/about/people/all-faculty/klevchen,Kirill Levchenko,Cyber-Physical Systems Lab,,"My lab is always looking for motivated undergrduate students interested in research in: Network attacks and defenses, Cyber-physical and embedded system security analysis, E-crime and Internet service abuse, Network measurement"
https://cs.illinois.edu/about/people/all-faculty/colleenl,Colleen M. Lewis,CS Education Research Lab,,Colleen Lewis is an Associate Professor of computer science (CS) at the University of Illinois Urbana-Champaign. Lewis was previously the McGregor-Girand Associate Professor of CS at Harvey Mudd College.
https://cs.illinois.edu/about/people/all-faculty/lbo,Bo Li,Virtue AI,,"Bo Li's research interests include Information Theory, Game Theory, Privacy, Trustworthy Machine Learning, Security, and Artificial Intelligence."
https://cs.illinois.edu/about/people/all-faculty/lbo,Bo Li,ASKS Center,,"Bo Li's research interests include Information Theory, Game Theory, Privacy, Trustworthy Machine Learning, Security, and Artificial Intelligence."
https://cs.illinois.edu/about/people/all-faculty/lbo,Bo Li,Schmidt Sciences AI Safety Science Program,,"Bo Li's research interests include Information Theory, Game Theory, Privacy, Trustworthy Machine Learning, Security, and Artificial Intelligence."
https://cs.illinois.edu/about/people/all-faculty/xjliao,Xiaojing Liao,Security and Privacy Lab,,research explores how LLM-powered adaptive cyber deception can help support next-generation security operations centers and improve cyber defense.
https://cs.illinois.edu/about/people/all-faculty/geliu,Ge Liu,Artificial Intelligence Laboratory,,"Research Areas: Artificial Intelligence, Bioinformatics and Computational Biology"
https://cs.illinois.edu/about/people/all-faculty/geliu,Ge Liu,Bioinformatics Research Group,,"Research Areas: Artificial Intelligence, Bioinformatics and Computational Biology"
https://cs.illinois.edu/about/people/all-faculty/hl314,Hongye Liu,UDL and Accessibility Research Lab,https://publish.illinois.edu/udl-accessibility-group/,My research is focused on understanding the needs of students with disabilities and broadening the participation of students with disabilities.
https://cs.illinois.edu/about/people/all-faculty/lyy,Yaoyao Liu,Coordinated Science Laboratory,,"His research lies at the intersection of computer vision and machine learning, with a special focus on building intelligent visual systems that are continual and data-efficient."
https://cs.illinois.edu/about/people/all-faculty/lyy,Yaoyao Liu,School of Information Sciences,,"His research lies at the intersection of computer vision and machine learning, with a special focus on building intelligent visual systems that are continual and data-efficient."
https://cs.illinois.edu/about/people/all-faculty/lyy,Yaoyao Liu,Siebel School of Computing and Data Science,,"His research lies at the intersection of computer vision and machine learning, with a special focus on building intelligent visual systems that are continual and data-efficient."
https://cs.illinois.edu/about/people/all-faculty/lyy,Yaoyao Liu,Department of Electrical & Computer Engineering,,"His research lies at the intersection of computer vision and machine learning, with a special focus on building intelligent visual systems that are continual and data-efficient."
https://cs.illinois.edu/about/people/all-faculty/yilingl,Yiling Lou,Software Engineering Group,,"Research Interests: Software Testing and Debugging, Agents & SE, LLM for Code, Software Engineering & AI"
https://cs.illinois.edu/about/people/all-faculty/lourent2,Ismini Lourentzou,Perception and LANguage (PLAN) Group,https://cs.illinois.edu/about/people/all-faculty/lourent2,"Assistant Professor, Information Sciences
Ph.D. in Computer Science, University of Illinois Urbana - Champaign, 2019"
